freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2367 workers=4
[1371/2367] BANK2_ER-01_R5__T_cross_-today__input_-raw_warmup-strict: cached
[1372/2367] BANK2_ER-01_R5__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[1373/2367] BANK2_ER-01_R5__T_cross_-today__input_-adjust_warmup-ready_: cached
[1374/2367] BANK2_ER-01_R5__T_cross_-both_d_input_-raw_warmup-ready_: cached
[1375/2367] BANK2_ER-01_R5__T_cross_-today__input_-raw_warmup-ready_: cached
[1376/2367] BANK2_ER-01_R5__OAT_rsi_smoothing-simple: cached
[1377/2367] BANK2_ER-01_R5__OAT_rsi_exit-cross: cached
[1378/2367] BANK2_ER-01_R5__OAT_a_exec-set_holdings: cached
[1379/2367] BANK2_ER-01_R5__OAT_same_bar_reentry-wait_bar: cached
[1380/2367] BANK2_ER-01_R5__SPOT_all_excluded_off: cached
[1381/2367] BANK2_ER-01_R6__ref: cached
[1382/2367] BANK2_ER-01_R6__T_cross_-today__input_-adjust_warmup-strict: cached
[1383/2367] BANK2_ER-01_R6__T_cross_-both_d_input_-raw_warmup-strict: cached
[1384/2367] BANK2_ER-01_R6__T_cross_-today__input_-raw_warmup-strict: cached
[1385/2367] BANK2_ER-01_R6__T_cross_-both_d_input_-adjust_warmup-ready_: cached
[1386/2367] BANK2_ER-01_R6__T_cross_-today__input_-adjust_warmup-ready_: cached
[1387/2367] BANK2_ER-01_R6__T_cross_-both_d_input_-raw_warmup-ready_: cached
[1388/2367] BANK2_ER-01_R6__T_cross_-today__input_-raw_warmup-ready_: cached
[1389/2367] BANK2_ER-01_R6__OAT_rsi_smoothing-simple: cached
[1390/2367] BANK2_ER-01_R6__OAT_rsi_exit-cross: cached
[1391/2367] BANK2_ER-01_R6__OAT_a_exec-set_holdings: cached
[1392/2367] BANK2_ER-01_R3__T_cross_-today__input_-raw_warmup-strict: ok fills=166 (31.7s)
[1393/2367] BANK2_ER-01_R6__SPOT_all_excluded_off: cached
[1394/2367] BANK2_OM-B_private__ref: cached
[1395/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1396/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1397/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1398/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1399/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1400/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1401/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1402/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1403/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1404/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1405/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1406/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1407/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1408/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1409/2367] BANK2_OM-B_private__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1410/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1411/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1412/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1413/2367] BANK2_ER-01_R4__OAT_a_exec-set_holdings: ok fills=166 (31.3s)
[1414/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1415/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1416/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1417/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1418/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1419/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1420/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1421/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1422/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1423/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1424/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1425/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1426/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1427/2367] BANK2_ER-01_R3__SPOT_all_excluded_off: ok fills=166 (31.6s)
[1428/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1429/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1430/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1431/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1432/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1433/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1434/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1435/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1436/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1437/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1438/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1439/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1440/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1441/2367] BANK2_OM-B_private__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1442/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1443/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1444/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1445/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1446/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1447/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1448/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1449/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1450/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1451/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1452/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1453/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1454/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1455/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1456/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1457/2367] BANK2_OM-B_private__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1458/2367] BANK2_OM-B_private__OAT_a_exec-set_holdings: cached
[1459/2367] BANK2_OM-B_private__SPOT_all_excluded_off: cached
[1460/2367] BANK2_OM-B_invested_gate__ref: cached
[1461/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1462/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1463/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1464/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1465/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1466/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1467/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1468/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1469/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1470/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1471/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1472/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1473/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1474/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1475/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1476/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1477/2367] BANK2_ER-01_R6__OAT_same_bar_reentry-wait_bar: ok fills=168 (26.4s)
[1478/2367] BANK2_OM-B_private__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=274 (26.7s)
[1479/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1480/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1481/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1482/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1483/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1484/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1485/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1486/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1487/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1488/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1489/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1490/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1491/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1492/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1493/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1494/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1495/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1496/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1497/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1498/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1499/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1500/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1501/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1502/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1503/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1504/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1505/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1506/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1507/2367] BANK2_OM-B_invested_gate__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=274 (26.7s)
[1508/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1509/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1510/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1511/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1512/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1513/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1514/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1515/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1516/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1517/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1518/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1519/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1520/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1521/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1522/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1523/2367] BANK2_OM-B_invested_gate__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1524/2367] BANK2_OM-B_invested_gate__OAT_a_exec-set_holdings: cached
[1525/2367] BANK2_OM-B_invested_gate__SPOT_all_excluded_off: cached
[1526/2367] BANK2_OM-B_netting__ref: cached
[1527/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1528/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1529/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1530/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1531/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1532/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1533/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1534/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1535/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1536/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1537/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1538/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1539/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1540/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1541/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1542/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1543/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1544/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1545/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1546/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1547/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1548/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1549/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1550/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1551/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1552/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1553/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1554/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1555/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1556/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1557/2367] BANK2_OM-B_netting__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1558/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1559/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1560/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1561/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1562/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1563/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1564/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1565/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1566/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1567/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1568/2367] BANK2_OM-B_netting__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
