freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2869 workers=6
[1607/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=192 (45.2s)
[1608/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=195 (48.1s)
[1609/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=195 (49.6s)
[1610/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=192 (47.2s)
[1611/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=205 (43.2s)
[1612/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=205 (42.6s)
[1613/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=202 (45.0s)
[1614/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=202 (43.5s)
[1615/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=195 (45.2s)
[1616/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=195 (48.6s)
[1617/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=192 (47.2s)
[1618/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=192 (49.1s)
[1619/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=169 (44.0s)
[1620/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=169 (45.2s)
[1621/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=168 (43.8s)
[1622/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=168 (43.6s)
[1623/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=169 (44.8s)
[1624/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=169 (45.8s)
[1625/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=168 (47.1s)
[1626/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=168 (45.9s)
[1627/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=169 (48.2s)
[1628/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: exit=1 fills=None (4.7s)
[1629/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=169 (41.7s)
[1630/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=168 (40.8s)
[1631/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=168 (40.6s)
[1632/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=169 (41.9s)
[1633/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=168 (41.7s)
[1634/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=168 (42.7s)
[1635/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=161 (45.8s)
[1636/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=161 (43.9s)
[1637/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=160 (44.2s)
[1638/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=160 (38.3s)
[1639/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=161 (41.1s)
[1640/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=161 (42.2s)
[1641/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=160 (44.0s)
[1642/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=161 (45.0s)
[1643/2869] BANK2_BL-09_half_down_hold__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=160 (46.0s)
[1644/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=161 (42.1s)
[1645/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=160 (41.6s)
[1646/2869] BANK2_BL-09_half_up__ref: cached
[1647/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=160 (42.1s)
[1648/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=161 (39.4s)
[1649/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=161 (39.1s)
[1650/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=160 (41.0s)
[1651/2869] BANK2_BL-09_half_down_hold__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=160 (40.1s)
[1652/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=217 (41.6s)
[1653/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: exit=1 fills=None (7.3s)
[1654/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (43.6s)
[1655/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (44.0s)
[1656/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (42.0s)
[1657/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (42.0s)
[1658/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=216 (37.7s)
[1659/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=217 (39.6s)
[1660/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=217 (38.4s)
[1661/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (44.8s)
[1662/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (47.2s)
[1663/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (46.8s)
[1664/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=216 (42.8s)
[1665/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (45.0s)
[1666/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=216 (43.7s)
[1667/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (38.8s)
[1668/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (38.9s)
[1669/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (40.9s)
[1670/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (40.8s)
[1671/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (44.0s)
[1672/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (42.9s)
[1673/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (43.6s)
[1674/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (40.5s)
[1675/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (41.0s)
[1676/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (39.4s)
[1677/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (40.0s)
[1678/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (38.0s)
[1679/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (41.2s)
[1680/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (42.0s)
[1681/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: exit=1 fills=None (6.6s)
[1682/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (43.1s)
[1683/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (40.5s)
[1684/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=197 (45.6s)
[1685/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=197 (46.7s)
[1686/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=197 (39.5s)
[1687/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=197 (40.1s)
[1688/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=202 (40.2s)
[1689/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=202 (38.5s)
[1690/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=202 (35.5s)
[1691/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=197 (38.5s)
[1692/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=197 (44.1s)
[1693/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=202 (45.5s)
[1694/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=202 (45.7s)
[1695/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=197 (45.6s)
[1696/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=197 (44.1s)
[1697/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=202 (40.3s)
[1698/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=193 (39.5s)
[1699/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=202 (41.5s)
[1700/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=198 (38.8s)
[1701/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=193 (40.8s)
[1702/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=198 (41.1s)
[1703/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: exit=1 fills=None (6.4s)
[1704/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=193 (40.9s)
[1705/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=198 (40.2s)
[1706/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=193 (41.9s)
[1707/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=193 (42.5s)
[1708/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=198 (39.6s)
[1709/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=193 (41.6s)
[1710/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: exit=1 fills=None (6.5s)
[1711/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=198 (42.3s)
[1712/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=193 (41.2s)
[1713/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=198 (40.9s)
[1714/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=198 (44.4s)
[1715/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=267 (45.6s)
[1716/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: exit=1 fills=None (6.7s)
[1717/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=267 (45.5s)
[1718/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=276 (46.8s)
[1719/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=276 (39.0s)
[1720/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=253 (37.0s)
[1721/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=262 (35.9s)
[1722/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=262 (38.3s)
[1723/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=267 (38.9s)
[1724/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=267 (44.9s)
[1725/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=276 (45.7s)
[1726/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=276 (44.1s)
[1727/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=253 (43.9s)
[1728/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=253 (43.8s)
[1729/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=262 (41.7s)
[1730/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=262 (41.4s)
[1731/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=253 (41.9s)
[1732/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=253 (42.1s)
[1733/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=262 (45.0s)
[1734/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=262 (43.8s)
[1735/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=243 (42.7s)
[1736/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=243 (43.9s)
[1737/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=252 (39.4s)
[1738/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=252 (38.5s)
[1739/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=253 (36.7s)
[1740/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=253 (38.7s)
[1741/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=262 (38.8s)
[1742/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=262 (37.9s)
[1743/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=243 (44.5s)
[1744/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=243 (44.3s)
[1745/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=252 (44.0s)
[1746/2869] BANK2_BL-09_half_up__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=252 (43.1s)
[1747/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: exit=1 fills=None (5.9s)
[1748/2869] BANK2_BL-09_half_up__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=217 (41.9s)
