=== grading cloud_BL-00_attempts1.collected
cloud_BL-03_attempts1.collected #25: coded code=pct100
cloud_BL-03_attempts1.collected #20: no-implementation code=None
cloud_BL-03_attempts1.collected #27: no-implementation code=None
cloud_BL-03_attempts1.collected #24: unresolved code=None
cloud_BL-03_attempts1.collected #26: coded code=pct50
cloud_BL-03_attempts1.collected #23: no-implementation code=None
cloud_BL-03_attempts1.collected #21: non-runnable code=None
cloud_BL-03_attempts1.collected #28: coded code=pct100
cloud_BL-03_attempts1.collected #29: no-implementation code=None
cloud_BL-03_attempts1.collected #1: no-program code=None
cloud_BL-03_attempts1.collected #8: coded code=pct100
cloud_BL-03_attempts1.collected #11: no-implementation code=None
cloud_BL-03_attempts1.collected #9: coded code=pct100
cloud_BL-03_attempts1.collected #10: coded code=pct100
cloud_BL-03_attempts1.collected #13: no-implementation code=None
cloud_BL-03_attempts1.collected #14: no-implementation code=None
cloud_BL-03_attempts1.collected #12: coded code=pct100
cloud_BL-03_attempts1.collected #15: no-implementation code=None
cloud_BL-03_attempts1.collected #18: coded code=pct100
cloud_BL-03_attempts1.collected #16: no-implementation code=None
cloud_BL-03_attempts1.collected #17: coded code=pct100
cloud_BL-03_attempts1.collected #19: coded code=pct100
cloud_BL-03_attempts1.collected #30: coded code=pct10
cloud_BL-03_attempts1.collected #32: no-program code=None
cloud_BL-03_attempts1.collected #31: no-implementation code=None
cloud_BL-03_attempts1.collected #34: no-implementation code=None
cloud_BL-03_attempts1.collected #35: no-implementation code=None
cloud_BL-03_attempts1.collected #36: no-implementation code=None
cloud_BL-03_attempts1.collected #37: no-implementation code=None
cloud_BL-03_attempts1.collected #39: coded code=pct100
cloud_BL-03_attempts1.collected #38: coded code=pct100
cloud_BL-03_attempts1.collected #40: no-implementation code=None
cloud_BL-03_attempts1.collected #41: no-implementation code=None
cloud_BL-03_attempts1.collected #42: no-implementation code=None
cloud_BL-03_attempts1.collected #44: no-implementation code=None
cloud_BL-03_attempts1.collected #54: coded code=pct100
cloud_BL-03_attempts1.collected #58: no-implementation code=None
cloud_BL-03_attempts1.collected #57: no-program code=None
cloud_BL-03_attempts1.collected #43: no-implementation code=None
cloud_BL-03_attempts1.collected #45: no-implementation code=None
cloud_BL-03_attempts1.collected #46: no-implementation code=None
cloud_BL-03_attempts1.collected #47: no-implementation code=None
cloud_BL-03_attempts1.collected #48: coded code=pct100
cloud_BL-03_attempts1.collected #49: unresolved code=None
cloud_BL-03_attempts1.collected #50: coded code=pct100
cloud_BL-03_attempts1.collected #51: no-implementation code=None
cloud_BL-03_attempts1.collected #53: coded code=pct100
cloud_BL-03_attempts1.collected #52: no-implementation code=None
cloud_BL-03_attempts1.collected #2: no-implementation code=None
cloud_BL-03_attempts1.collected #5: no-implementation code=None
cloud_BL-03_attempts1.collected #7: coded code=pct100
cloud_BL-03_attempts1.collected #4: no-implementation code=None
cloud_BL-03_attempts1.collected #33: no-program code=None
cloud_BL-03_attempts1.collected #55: no-implementation code=None
cloud_BL-03_attempts1.collected #56: no-implementation code=None
cloud_BL-03_attempts1.collected #59: no-implementation code=None
GRADED cloud_BL-03_attempts1.collected: +60 (total 60)
=== grading cloud_BL-03_attempts1_noask.collected
cloud_BL-03_attempts1_noask.collected #0: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #1: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #2: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #3: unresolved code=None
cloud_BL-03_attempts1_noask.collected #5: non-runnable code=None
cloud_BL-03_attempts1_noask.collected #4: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #6: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #7: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #9: coded code=pct50
cloud_BL-03_attempts1_noask.collected #8: coded code=pct100
cloud_BL-03_attempts1_noask.collected #10: coded code=pct100
cloud_BL-03_attempts1_noask.collected #11: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #12: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #13: coded code=pct10
cloud_BL-03_attempts1_noask.collected #14: coded code=pct100
cloud_BL-03_attempts1_noask.collected #15: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #16: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #17: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #18: coded code=pct100
cloud_BL-03_attempts1_noask.collected #19: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #20: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #25: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #24: coded code=pct100
cloud_BL-03_attempts1_noask.collected #26: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #27: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #28: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #29: coded code=pct100
cloud_BL-03_attempts1_noask.collected #21: non-runnable code=None
cloud_BL-03_attempts1_noask.collected #22: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #23: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #30: unresolved code=None
cloud_BL-03_attempts1_noask.collected #32: coded code=pct100
cloud_BL-03_attempts1_noask.collected #31: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #33: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #36: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #34: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #37: coded code=pct100
cloud_BL-03_attempts1_noask.collected #35: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #39: coded code=pct100
cloud_BL-03_attempts1_noask.collected #42: coded code=pct10
cloud_BL-03_attempts1_noask.collected #40: coded code=pct100
cloud_BL-03_attempts1_noask.collected #41: no-program code=None
cloud_BL-03_attempts1_noask.collected #50: coded code=pct50
cloud_BL-03_attempts1_noask.collected #51: no-program code=None
cloud_BL-03_attempts1_noask.collected #53: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #55: coded code=pct100
cloud_BL-03_attempts1_noask.collected #56: coded code=pct100
cloud_BL-03_attempts1_noask.collected #54: coded code=pct100
cloud_BL-03_attempts1_noask.collected #57: coded code=pct100
cloud_BL-03_attempts1_noask.collected #58: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #59: unresolved code=None
cloud_BL-03_attempts1_noask.collected #45: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #43: no-program code=None
cloud_BL-03_attempts1_noask.collected #46: coded code=pct100
cloud_BL-03_attempts1_noask.collected #48: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #52: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #49: no-program code=None
cloud_BL-03_attempts1_noask.collected #38: no-program code=None
cloud_BL-03_attempts1_noask.collected #44: no-implementation code=None
cloud_BL-03_attempts1_noask.collected #47: coded code=pct100
GRADED cloud_BL-03_attempts1_noask.collected: +60 (total 60)
=== grading cloud_BL-04_attempts1.collected
cloud_BL-04_attempts1.collected #1: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #0: no-program code=None
cloud_BL-04_attempts1.collected #7: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #9: no-program code=None
cloud_BL-04_attempts1.collected #6: no-program code=None
cloud_BL-04_attempts1.collected #26: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #27: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #28: no-program code=None
cloud_BL-04_attempts1.collected #20: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #21: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #22: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #23: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #24: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #25: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #29: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #30: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #31: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #32: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #47: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #10: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #11: no-program code=None
cloud_BL-04_attempts1.collected #12: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #13: non-runnable code=None
cloud_BL-04_attempts1.collected #15: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #16: no-program code=None
cloud_BL-04_attempts1.collected #45: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #46: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #34: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #35: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #36: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #37: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #33: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #38: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #39: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #40: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #41: no-program code=None
cloud_BL-04_attempts1.collected #3: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #2: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #5: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #4: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #8: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #17: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #18: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #14: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #19: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #42: coded code=OPEN_CLOSE
cloud_BL-04_attempts1.collected #43: coded code=DRIFT
cloud_BL-04_attempts1.collected #44: coded code=OPEN_CLOSE
GRADED cloud_BL-04_attempts1.collected: +48 (total 48)
=== grading cloud_BL-05_attempts1.collected
cloud_BL-05_attempts1.collected #5: coded code=other
cloud_BL-05_attempts1.collected #6: unresolved code=None
cloud_BL-05_attempts1.collected #23: coded code=other
cloud_BL-05_attempts1.collected #25: coded code=other
cloud_BL-05_attempts1.collected #24: coded code=other
cloud_BL-05_attempts1.collected #26: coded code=d3
cloud_BL-05_attempts1.collected #21: coded code=other
cloud_BL-05_attempts1.collected #13: coded code=other
cloud_BL-05_attempts1.collected #19: non-runnable code=None
cloud_BL-05_attempts1.collected #12: coded code=d3
cloud_BL-05_attempts1.collected #1: unresolved code=None
cloud_BL-05_attempts1.collected #34: coded code=other
cloud_BL-05_attempts1.collected #44: coded code=d3
cloud_BL-05_attempts1.collected #43: unresolved code=None
cloud_BL-05_attempts1.collected #45: no-program code=None
cloud_BL-05_attempts1.collected #16: coded code=other
cloud_BL-05_attempts1.collected #11: coded code=d3
cloud_BL-05_attempts1.collected #14: non-runnable code=None
cloud_BL-05_attempts1.collected #7: coded code=d3
cloud_BL-05_attempts1.collected #4: no-program code=None
cloud_BL-05_attempts1.collected #52: coded code=other
cloud_BL-05_attempts1.collected #49: coded code=d3
cloud_BL-05_attempts1.collected #51: coded code=other
cloud_BL-05_attempts1.collected #8: coded code=other
cloud_BL-05_attempts1.collected #15: no-program code=None
cloud_BL-05_attempts1.collected #20: coded code=d3
cloud_BL-05_attempts1.collected #28: coded code=d3
cloud_BL-05_attempts1.collected #27: coded code=d3
cloud_BL-05_attempts1.collected #22: unresolved code=None
cloud_BL-05_attempts1.collected #29: coded code=other
cloud_BL-05_attempts1.collected #33: coded code=other
cloud_BL-05_attempts1.collected #57: coded code=d3
cloud_BL-05_attempts1.collected #59: coded code=d3
cloud_BL-05_attempts1.collected #17: coded code=other
cloud_BL-05_attempts1.collected #9: coded code=other
cloud_BL-05_attempts1.collected #0: coded code=d3
cloud_BL-05_attempts1.collected #50: coded code=d3
cloud_BL-05_attempts1.collected #53: coded code=other
cloud_BL-05_attempts1.collected #38: coded code=d3
cloud_BL-05_attempts1.collected #37: coded code=d3
cloud_BL-05_attempts1.collected #36: coded code=other
cloud_BL-05_attempts1.collected #41: coded code=d3
cloud_BL-05_attempts1.collected #30: coded code=d3
cloud_BL-05_attempts1.collected #32: coded code=other
cloud_BL-05_attempts1.collected #35: coded code=d3
cloud_BL-05_attempts1.collected #46: coded code=d3
cloud_BL-05_attempts1.collected #47: coded code=other
cloud_BL-05_attempts1.collected #48: unresolved code=None
cloud_BL-05_attempts1.collected #40: non-runnable code=None
cloud_BL-05_attempts1.collected #39: coded code=other
cloud_BL-05_attempts1.collected #42: non-runnable code=None
cloud_BL-05_attempts1.collected #54: coded code=d3
cloud_BL-05_attempts1.collected #55: coded code=d3
cloud_BL-05_attempts1.collected #56: coded code=other
cloud_BL-05_attempts1.collected #58: coded code=other
cloud_BL-05_attempts1.collected #18: coded code=other
cloud_BL-05_attempts1.collected #2: coded code=other
cloud_BL-05_attempts1.collected #10: coded code=other
cloud_BL-05_attempts1.collected #3: coded code=d3
cloud_BL-05_attempts1.collected #31: coded code=other
GRADED cloud_BL-05_attempts1.collected: +60 (total 60)
=== grading cloud_BL-05_attempts1_noask.collected
cloud_BL-05_attempts1_noask.collected #4: coded code=other
cloud_BL-05_attempts1_noask.collected #2: coded code=d3
cloud_BL-05_attempts1_noask.collected #9: coded code=d3
cloud_BL-05_attempts1_noask.collected #10: coded code=d3
cloud_BL-05_attempts1_noask.collected #11: coded code=d3
cloud_BL-05_attempts1_noask.collected #12: coded code=d3
cloud_BL-05_attempts1_noask.collected #13: coded code=d3
cloud_BL-05_attempts1_noask.collected #14: coded code=other
cloud_BL-05_attempts1_noask.collected #15: no-program code=None
cloud_BL-05_attempts1_noask.collected #42: coded code=d3
cloud_BL-05_attempts1_noask.collected #43: coded code=d3
cloud_BL-05_attempts1_noask.collected #44: coded code=d3
cloud_BL-05_attempts1_noask.collected #45: no-program code=None
cloud_BL-05_attempts1_noask.collected #24: coded code=other
cloud_BL-05_attempts1_noask.collected #25: no-program code=None
cloud_BL-05_attempts1_noask.collected #26: coded code=other
cloud_BL-05_attempts1_noask.collected #28: coded code=other
cloud_BL-05_attempts1_noask.collected #29: coded code=d3
cloud_BL-05_attempts1_noask.collected #7: coded code=d3
cloud_BL-05_attempts1_noask.collected #6: no-program code=None
cloud_BL-05_attempts1_noask.collected #48: coded code=d3
cloud_BL-05_attempts1_noask.collected #50: coded code=d3
cloud_BL-05_attempts1_noask.collected #22: coded code=d3
cloud_BL-05_attempts1_noask.collected #8: coded code=d3
cloud_BL-05_attempts1_noask.collected #27: coded code=d3
cloud_BL-05_attempts1_noask.collected #31: coded code=d3
cloud_BL-05_attempts1_noask.collected #34: coded code=other
cloud_BL-05_attempts1_noask.collected #35: coded code=other
cloud_BL-05_attempts1_noask.collected #30: no-program code=None
cloud_BL-05_attempts1_noask.collected #55: coded code=d3
cloud_BL-05_attempts1_noask.collected #56: unresolved code=None
cloud_BL-05_attempts1_noask.collected #57: coded code=d3
cloud_BL-05_attempts1_noask.collected #54: no-program code=None
cloud_BL-05_attempts1_noask.collected #0: unresolved code=None
cloud_BL-05_attempts1_noask.collected #1: coded code=d3
cloud_BL-05_attempts1_noask.collected #3: no-program code=None
cloud_BL-05_attempts1_noask.collected #53: coded code=d3
cloud_BL-05_attempts1_noask.collected #58: coded code=other
cloud_BL-05_attempts1_noask.collected #59: coded code=d3
cloud_BL-05_attempts1_noask.collected #52: coded code=d3
cloud_BL-05_attempts1_noask.collected #17: coded code=d3
cloud_BL-05_attempts1_noask.collected #18: coded code=d3
cloud_BL-05_attempts1_noask.collected #19: no-program code=None
cloud_BL-05_attempts1_noask.collected #20: coded code=d3
cloud_BL-05_attempts1_noask.collected #21: coded code=d3
cloud_BL-05_attempts1_noask.collected #23: coded code=d3
cloud_BL-05_attempts1_noask.collected #36: non-runnable code=None
cloud_BL-05_attempts1_noask.collected #37: coded code=d3
cloud_BL-05_attempts1_noask.collected #33: no-program code=None
cloud_BL-05_attempts1_noask.collected #5: coded code=d3
cloud_BL-05_attempts1_noask.collected #16: coded code=other
cloud_BL-05_attempts1_noask.collected #32: coded code=other
cloud_BL-05_attempts1_noask.collected #38: coded code=other
cloud_BL-05_attempts1_noask.collected #39: coded code=d3
cloud_BL-05_attempts1_noask.collected #40: coded code=d3
cloud_BL-05_attempts1_noask.collected #41: coded code=other
cloud_BL-05_attempts1_noask.collected #49: coded code=d3
cloud_BL-05_attempts1_noask.collected #46: coded code=other
cloud_BL-05_attempts1_noask.collected #47: coded code=d3
cloud_BL-05_attempts1_noask.collected #51: coded code=d3
GRADED cloud_BL-05_attempts1_noask.collected: +60 (total 60)
=== grading cloud_BL-07_attempts1.collected
cloud_BL-07_attempts1.collected #26: coded code=p14
cloud_BL-07_attempts1.collected #27: coded code=p14
cloud_BL-07_attempts1.collected #28: coded code=p14
cloud_BL-07_attempts1.collected #29: coded code=p14
cloud_BL-07_attempts1.collected #30: coded code=p14
cloud_BL-07_attempts1.collected #31: no-program code=None
cloud_BL-07_attempts1.collected #32: no-program code=None
cloud_BL-07_attempts1.collected #0: coded code=p14
cloud_BL-07_attempts1.collected #1: no-program code=None
cloud_BL-07_attempts1.collected #44: coded code=p14
cloud_BL-07_attempts1.collected #45: unresolved code=None
cloud_BL-07_attempts1.collected #46: coded code=p14
cloud_BL-07_attempts1.collected #47: coded code=p14
cloud_BL-07_attempts1.collected #48: coded code=p14
cloud_BL-07_attempts1.collected #21: coded code=p14
cloud_BL-07_attempts1.collected #22: coded code=p14
cloud_BL-07_attempts1.collected #23: unresolved code=None
cloud_BL-07_attempts1.collected #10: coded code=p14
cloud_BL-07_attempts1.collected #3: coded code=p14
cloud_BL-07_attempts1.collected #11: coded code=p14
cloud_BL-07_attempts1.collected #12: coded code=p14
cloud_BL-07_attempts1.collected #13: coded code=p14
cloud_BL-07_attempts1.collected #14: coded code=p14
cloud_BL-07_attempts1.collected #15: unresolved code=None
cloud_BL-07_attempts1.collected #16: coded code=p14
cloud_BL-07_attempts1.collected #17: no-program code=None
cloud_BL-07_attempts1.collected #4: coded code=p14
cloud_BL-07_attempts1.collected #5: coded code=p14
cloud_BL-07_attempts1.collected #6: coded code=p14
cloud_BL-07_attempts1.collected #7: coded code=p14
cloud_BL-07_attempts1.collected #8: coded code=p14
cloud_BL-07_attempts1.collected #9: coded code=p14
cloud_BL-07_attempts1.collected #2: coded code=p14
cloud_BL-07_attempts1.collected #18: no-program code=None
cloud_BL-07_attempts1.collected #19: coded code=p14
cloud_BL-07_attempts1.collected #20: coded code=p14
cloud_BL-07_attempts1.collected #24: coded code=p14
cloud_BL-07_attempts1.collected #25: coded code=p14
cloud_BL-07_attempts1.collected #33: coded code=p14
cloud_BL-07_attempts1.collected #34: coded code=p14
cloud_BL-07_attempts1.collected #35: unresolved code=None
cloud_BL-07_attempts1.collected #36: no-program code=None
cloud_BL-07_attempts1.collected #37: no-program code=None
cloud_BL-07_attempts1.collected #38: no-program code=None
cloud_BL-07_attempts1.collected #40: coded code=p14
cloud_BL-07_attempts1.collected #41: coded code=p14
cloud_BL-07_attempts1.collected #42: coded code=p14
cloud_BL-07_attempts1.collected #43: unresolved code=None
cloud_BL-07_attempts1.collected #39: non-runnable code=None
GRADED cloud_BL-07_attempts1.collected: +49 (total 49)
=== grading cloud_BL-08_attempts1.collected
cloud_BL-08_attempts1.collected #16: coded code=t70
cloud_BL-08_attempts1.collected #14: non-runnable code=None
cloud_BL-08_attempts1.collected #59: coded code=t70
cloud_BL-08_attempts1.collected #42: coded code=t70
cloud_BL-08_attempts1.collected #44: coded code=t70
cloud_BL-08_attempts1.collected #46: coded code=t70
cloud_BL-08_attempts1.collected #49: unresolved code=None
cloud_BL-08_attempts1.collected #48: coded code=t70
cloud_BL-08_attempts1.collected #47: coded code=t70
cloud_BL-08_attempts1.collected #0: coded code=t70
cloud_BL-08_attempts1.collected #2: unresolved code=None
cloud_BL-08_attempts1.collected #1: coded code=t70
cloud_BL-08_attempts1.collected #3: no-program code=None
cloud_BL-08_attempts1.collected #21: coded code=t70
cloud_BL-08_attempts1.collected #23: coded code=t70
cloud_BL-08_attempts1.collected #18: non-runnable code=None
cloud_BL-08_attempts1.collected #19: coded code=t70
cloud_BL-08_attempts1.collected #20: coded code=t70
cloud_BL-08_attempts1.collected #22: coded code=t70
cloud_BL-08_attempts1.collected #25: no-program code=None
cloud_BL-08_attempts1.collected #34: coded code=t70
cloud_BL-08_attempts1.collected #35: coded code=t70
cloud_BL-08_attempts1.collected #40: coded code=t70
cloud_BL-08_attempts1.collected #41: coded code=t70
cloud_BL-08_attempts1.collected #38: unresolved code=None
cloud_BL-08_attempts1.collected #37: no-program code=None
cloud_BL-08_attempts1.collected #5: coded code=t70
cloud_BL-08_attempts1.collected #10: coded code=t70
cloud_BL-08_attempts1.collected #8: coded code=t70
cloud_BL-08_attempts1.collected #9: coded code=t70
cloud_BL-08_attempts1.collected #11: no-program code=None
cloud_BL-08_attempts1.collected #51: coded code=t70
cloud_BL-08_attempts1.collected #50: coded code=t70
cloud_BL-08_attempts1.collected #53: coded code=t70
cloud_BL-08_attempts1.collected #43: coded code=t70
cloud_BL-08_attempts1.collected #52: coded code=t70
cloud_BL-08_attempts1.collected #56: no-program code=None
cloud_BL-08_attempts1.collected #57: unresolved code=None
cloud_BL-08_attempts1.collected #54: coded code=t70
cloud_BL-08_attempts1.collected #58: coded code=t70
cloud_BL-08_attempts1.collected #26: coded code=t70
cloud_BL-08_attempts1.collected #28: coded code=t70
cloud_BL-08_attempts1.collected #27: coded code=t70
cloud_BL-08_attempts1.collected #24: non-runnable code=None
cloud_BL-08_attempts1.collected #29: coded code=t70
cloud_BL-08_attempts1.collected #30: unresolved code=None
cloud_BL-08_attempts1.collected #31: non-runnable code=None
cloud_BL-08_attempts1.collected #32: unresolved code=None
cloud_BL-08_attempts1.collected #33: coded code=t70
cloud_BL-08_attempts1.collected #39: coded code=t70
cloud_BL-08_attempts1.collected #36: coded code=t70
cloud_BL-08_attempts1.collected #45: coded code=t70
cloud_BL-08_attempts1.collected #55: coded code=t70
cloud_BL-08_attempts1.collected #4: unresolved code=None
cloud_BL-08_attempts1.collected #7: coded code=t70
cloud_BL-08_attempts1.collected #6: coded code=t70
cloud_BL-08_attempts1.collected #15: coded code=t70
cloud_BL-08_attempts1.collected #13: no-program code=None
cloud_BL-08_attempts1.collected #12: unresolved code=None
cloud_BL-08_attempts1.collected #17: no-program code=None
GRADED cloud_BL-08_attempts1.collected: +60 (total 60)
=== grading cloud_BL-08_attempts1_noask.collected
cloud_BL-08_attempts1_noask.collected #0: no-program code=None
cloud_BL-08_attempts1_noask.collected #3: coded code=t70
cloud_BL-08_attempts1_noask.collected #4: coded code=t70
cloud_BL-08_attempts1_noask.collected #1: coded code=t70
cloud_BL-08_attempts1_noask.collected #5: coded code=t70
cloud_BL-08_attempts1_noask.collected #6: coded code=t70
cloud_BL-08_attempts1_noask.collected #8: coded code=t70
cloud_BL-08_attempts1_noask.collected #7: coded code=t70
cloud_BL-08_attempts1_noask.collected #9: no-program code=None
cloud_BL-08_attempts1_noask.collected #16: coded code=t70
cloud_BL-08_attempts1_noask.collected #17: unresolved code=None
cloud_BL-08_attempts1_noask.collected #18: coded code=t70
cloud_BL-08_attempts1_noask.collected #21: unresolved code=None
cloud_BL-08_attempts1_noask.collected #20: non-runnable code=None
cloud_BL-08_attempts1_noask.collected #19: coded code=t70
cloud_BL-08_attempts1_noask.collected #22: coded code=t70
cloud_BL-08_attempts1_noask.collected #23: coded code=t70
cloud_BL-08_attempts1_noask.collected #25: coded code=t70
cloud_BL-08_attempts1_noask.collected #24: coded code=t70
cloud_BL-08_attempts1_noask.collected #27: no-program code=None
cloud_BL-08_attempts1_noask.collected #13: coded code=t70
cloud_BL-08_attempts1_noask.collected #12: coded code=t70
cloud_BL-08_attempts1_noask.collected #11: unresolved code=None
cloud_BL-08_attempts1_noask.collected #10: coded code=t70
cloud_BL-08_attempts1_noask.collected #2: coded code=t70
cloud_BL-08_attempts1_noask.collected #26: coded code=t70
cloud_BL-08_attempts1_noask.collected #29: no-program code=None
cloud_BL-08_attempts1_noask.collected #28: coded code=t70
cloud_BL-08_attempts1_noask.collected #14: coded code=t70
cloud_BL-08_attempts1_noask.collected #15: no-program code=None
GRADED cloud_BL-08_attempts1_noask.collected: +30 (total 30)
=== grading cloud_ER-01_attempts1.collected
cloud_ER-01_attempts1.collected #17: coded code=R1
cloud_ER-01_attempts1.collected #13: coded code=R1
cloud_ER-01_attempts1.collected #14: non-runnable code=None
cloud_ER-01_attempts1.collected #16: no-program code=None
cloud_ER-01_attempts1.collected #0: coded code=R1
cloud_ER-01_attempts1.collected #7: coded code=R1
cloud_ER-01_attempts1.collected #9: coded code=R1
cloud_ER-01_attempts1.collected #10: coded code=R1
cloud_ER-01_attempts1.collected #8: no-program code=None
cloud_ER-01_attempts1.collected #23: no-program code=None
cloud_ER-01_attempts1.collected #24: coded code=R5
cloud_ER-01_attempts1.collected #26: coded code=R1
cloud_ER-01_attempts1.collected #25: coded code=R1
cloud_ER-01_attempts1.collected #28: no-program code=None
cloud_ER-01_attempts1.collected #46: coded code=R1
cloud_ER-01_attempts1.collected #47: coded code=R1
cloud_ER-01_attempts1.collected #50: no-program code=None
cloud_ER-01_attempts1.collected #4: coded code=R1
cloud_ER-01_attempts1.collected #11: coded code=R1
cloud_ER-01_attempts1.collected #6: non-runnable code=None
cloud_ER-01_attempts1.collected #12: coded code=R1
cloud_ER-01_attempts1.collected #15: coded code=R1
cloud_ER-01_attempts1.collected #19: coded code=R1
cloud_ER-01_attempts1.collected #18: coded code=R1
cloud_ER-01_attempts1.collected #20: no-program code=None
cloud_ER-01_attempts1.collected #34: coded code=R1
cloud_ER-01_attempts1.collected #35: coded code=R1
cloud_ER-01_attempts1.collected #37: no-program code=None
cloud_ER-01_attempts1.collected #29: coded code=R1
cloud_ER-01_attempts1.collected #30: coded code=R1
cloud_ER-01_attempts1.collected #33: coded code=R1
cloud_ER-01_attempts1.collected #38: non-runnable code=None
cloud_ER-01_attempts1.collected #36: coded code=R5
cloud_ER-01_attempts1.collected #39: coded code=R5
cloud_ER-01_attempts1.collected #22: coded code=R1
cloud_ER-01_attempts1.collected #27: coded code=R1
cloud_ER-01_attempts1.collected #41: coded code=R1
cloud_ER-01_attempts1.collected #40: coded code=R1
cloud_ER-01_attempts1.collected #42: coded code=R1
cloud_ER-01_attempts1.collected #43: coded code=R1
cloud_ER-01_attempts1.collected #44: no-program code=None
cloud_ER-01_attempts1.collected #45: coded code=R1
cloud_ER-01_attempts1.collected #48: coded code=R1
cloud_ER-01_attempts1.collected #49: no-program code=None
cloud_ER-01_attempts1.collected #5: coded code=R1
cloud_ER-01_attempts1.collected #21: no-program code=None
cloud_ER-01_attempts1.collected #51: coded code=R1
cloud_ER-01_attempts1.collected #52: no-program code=None
cloud_ER-01_attempts1.collected #53: non-runnable code=None
cloud_ER-01_attempts1.collected #54: coded code=R1
cloud_ER-01_attempts1.collected #55: coded code=R1
cloud_ER-01_attempts1.collected #56: coded code=R1
cloud_ER-01_attempts1.collected #57: coded code=R1
cloud_ER-01_attempts1.collected #59: coded code=R1
cloud_ER-01_attempts1.collected #58: coded code=R1
cloud_ER-01_attempts1.collected #32: coded code=R1
cloud_ER-01_attempts1.collected #31: coded code=R1
cloud_ER-01_attempts1.collected #2: coded code=R1
cloud_ER-01_attempts1.collected #1: coded code=R1
cloud_ER-01_attempts1.collected #3: coded code=R1
GRADED cloud_ER-01_attempts1.collected: +60 (total 60)
